timestamp_s,outdoor_temperature_C,direct_normal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2,solar_altitude_deg,solar_azimuth_deg,south_window_direct_W_m2,south_window_diffuse_W_m2,window_solar_gain_W,wall_solar_gain_W,roof_solar_gain_W,opaque_solar_gain_W,total_zone_solar_gain_W
20163600.0,21.7,61.0,253.0,289.0,-36.96788475805972,161.80571521025453,0.0,126.5,1129.346658,84.82358835991019,64.81728,149.6408683599102,1278.9875263599101
20167200.0,24.4,552.0,254.0,653.0,-31.801384985200364,145.09408320251134,0.0,127.0,1133.956044,230.39570754602562,65.19744,295.59314754602565,1429.5491915460257
20170800.0,26.7,543.0,271.0,718.0,-24.081946482570682,130.90242379202596,0.0,135.5,1212.315606,242.64153655151244,71.66015999999999,314.30169655151246,1526.6173025515122
20174400.0,27.8,511.0,294.0,740.0,-14.635673334177604,118.94020172910527,0.0,147.0,1318.331484,240.44417037962813,80.40383999999999,320.84801037962814,1639.179494379628
20178000.0,27.8,486.0,321.0,745.0,-4.097369113854276,108.53353944043772,0.0,160.5,1442.7849059999999,233.5180097529591,90.66815999999999,324.1861697529591,1766.971075752959
20181600.0,27.2,287.0,360.0,597.0,7.080738140342414,98.96486431508661,0.0,180.0,1622.55096,182.41400638860546,118.94365379131312,301.3576601799186,1923.9086201799187
20185200.0,27.2,42.0,285.0,315.0,18.55512431303088,89.51902712516193,0.33424021063042836,142.5,1279.928294295034,90.1557651174941,82.0632800189343,172.2190451364284,1452.1473394314623
20188800.0,27.2,0.0,139.0,139.0,30.00727678058336,79.37494019342766,0.0,69.5,603.876654,22.854024000000003,21.47903999999999,44.33306399999999,648.2097180000001
20192400.0,21.1,0.0,63.0,63.0,41.03739235326892,67.3768527917894,0.0,31.5,253.563318,-7.887671999999999,-7.413120000000006,-15.300792000000005,238.262526
20196000.0,21.1,0.0,27.0,27.0,50.975791766030646,51.66917597916085,0.0,13.5,87.62542199999999,-22.449527999999997,-21.09888000000001,-43.54840800000001,44.07701399999998
20199600.0,20.6,99.0,11.0,14.0,58.52801016362409,29.608296730680316,44.93709199364715,5.5,428.14005143245845,-18.171967121172177,4.917998428305431,-13.253968692866746,414.8860827395917
20203200.0,20.0,0.0,0.0,0.0,61.572188207004096,0.527844326674108,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
